2020-12-21 16:16,13,0,-1
2020-12-21 15:38,4,2,-1
2020-12-21 16:21,1,0,-1
2020-12-22 09:08,0,0,-1
2021-02-21 22:49,0,0,-1
2021-02-21 17:34,0,0,-1
2020-12-21 23:04,0,0,-1
2021-01-14 21:30,0,0,-1
2021-01-13 22:10,0,0,-1
2020-12-21 23:03,0,0,-1
2021-01-06 17:04,0,0,-1
2020-12-28 00:00,0,0,-1
2020-12-27 17:04,0,0,-1
2020-12-23 21:48,0,0,-1
2020-12-24 23:57,0,0,-1
2020-12-23 21:38,0,0,-1
2020-12-23 19:25,1,0,-1
2020-12-23 00:13,0,0,-1
2020-12-23 00:12,0,0,-1
2020-12-22 23:27,0,0,-1
2020-12-22 23:25,0,0,-1
2020-12-22 22:32,0,0,-1
2020-12-22 20:28,0,0,-1
2020-12-22 19:46,0,0,-1
2020-12-22 19:26,0,0,-1
2020-12-22 19:15,0,0,-1
2020-12-22 19:09,0,0,-1
2020-12-22 18:28,0,0,-1
2020-12-22 18:20,0,0,-1
2020-12-22 18:18,0,0,-1
2020-12-22 17:48,0,0,-1
2020-12-22 17:31,0,0,-1
2020-12-22 17:29,0,0,-1
2020-12-22 17:24,0,0,-1
2020-12-22 16:54,0,0,-1
2020-12-22 16:48,0,0,-1
2020-12-22 16:46,0,0,-1
2020-12-22 16:45,2,1,-1
2020-12-22 16:41,0,0,-1
2020-12-22 16:30,0,0,-1
2020-12-22 16:29,0,0,-1
2020-12-22 16:04,0,0,-1
2020-12-22 15:55,0,0,-1
2020-12-22 15:53,0,0,-1
2020-12-22 15:37,0,0,-1
2020-12-22 15:26,0,0,-1
2020-12-22 15:30,0,0,-1
2020-12-22 15:16,0,0,-1
2020-12-22 15:06,0,0,-1
2020-12-22 14:24,0,0,-1
2020-12-22 14:22,0,0,-1
2020-12-22 13:57,0,0,-1
2020-12-22 13:56,0,0,-1
2020-12-22 13:45,0,0,-1
2020-12-22 13:44,0,0,-1
2020-12-22 13:36,0,0,-1
2020-12-22 13:35,0,0,-1
2020-12-22 13:27,0,0,-1
2020-12-22 13:20,0,0,-1
2020-12-22 13:16,0,0,-1
2020-12-22 13:15,0,0,-1
2020-12-22 13:13,0,0,-1
2020-12-22 13:12,0,0,-1
2020-12-22 13:10,0,0,-1
2020-12-22 13:00,0,0,-1
2020-12-22 12:40,0,0,-1
2020-12-22 12:16,0,0,-1
2020-12-22 12:12,0,0,-1
2020-12-22 12:11,0,0,-1
2020-12-22 12:08,0,0,-1
2020-12-22 11:44,0,0,-1
2020-12-22 11:42,0,0,-1
2020-12-22 11:38,0,0,-1
2020-12-22 11:29,0,0,-1
2020-12-22 10:53,0,0,-1
2020-12-22 10:33,0,0,-1
