"2020-11-06
  æ›´æ–°äº�2020-12-01 20:36",45,4.5,5.0,5.0,4.5
2020-12-01 17:33,45,4.5,4.5,4.5,4.5
2020-12-01 17:31,50,5.0,5.0,5.0,5.0
2020-12-01 15:45,50,5.0,5.0,5.0,5.0
2020-12-01 14:23,50,4.5,4.5,4.5,4.5
2020-12-01 13:36,50,5.0,5.0,5.0,5.0
2020-12-01 13:03,40,4.5,4.0,4.5,4.0
2020-12-01 01:35,50,5.0,5.0,5.0,5.0
2020-11-30 11:16,45,4.5,4.5,4.5,4.5
2020-11-29 20:52,50,5.0,5.0,5.0,5.0
2020-11-29 16:43,50,5.0,5.0,4.5,3.5
2020-11-29 13:48,50,5.0,5.0,5.0,5.0
2020-11-29 11:40,30,2.5,4.0,4.0,2.5
2020-11-29 01:39,50,5.0,5.0,5.0,5.0
2020-11-28 23:38,50,5.0,5.0,5.0,5.0
2020-11-28 20:55,45,4.5,4.5,4.5,4.5
2020-11-28 20:26,50,5.0,4.5,5.0,4.5
2020-11-28 14:08,50,5.0,5.0,5.0,5.0
2020-11-28 13:01,40,4.0,4.0,4.0,3.5
2020-11-28 10:10,45,4.5,5.0,5.0,5.0
2020-11-27 23:58,20,3.0,2.0,2.5,1.5
2020-11-27 20:47,45,4.5,4.5,5.0,4.0
2020-11-27 22:03,50,5.0,5.0,5.0,5.0
2020-11-27 14:21,50,5.0,5.0,5.0,5.0
2020-11-27 11:52,40,4.0,4.0,4.0,4.0
2020-11-26 18:51,30,2.0,5.0,4.0,2.0
2020-11-26 18:34,45,4.5,5.0,5.0,4.0
2020-11-26 18:07,50,5.0,5.0,5.0,5.0
2020-11-26 16:26,50,4.5,5.0,5.0,5.0
2020-11-26 14:09,40,4.5,4.0,4.0,3.5
2020-11-26 10:41,35,3.5,3.5,3.5,2.5
2020-11-25 17:22,45,4.5,4.5,4.5,4.5
2020-11-25 13:09,50,5.0,5.0,5.0,5.0
2020-11-23 22:22,50,5.0,5.0,5.0,5.0
2020-11-23 21:38,40,4.0,4.0,4.0,4.0
2020-11-22 23:40,35,3.5,5.0,4.5,3.5
2020-11-22 23:02,50,5.0,5.0,5.0,5.0
"2020-11-03
  æ›´æ–°äº�2020-11-22 15:27",50,5.0,5.0,5.0,5.0
2020-11-22 13:18,45,4.5,4.5,4.5,4.5
2020-11-22 02:04,50,5.0,5.0,5.0,5.0
2020-11-21 14:28,50,5.0,5.0,5.0,5.0
2020-11-20 23:38,45,4.5,4.5,4.5,4.5
2020-11-20 22:41,45,4.5,4.5,4.5,4.5
2020-11-20 20:29,50,5.0,5.0,5.0,5.0
2020-11-19 07:51,45,4.5,3.5,3.5,3.5
2020-11-18 19:28,50,5.0,5.0,5.0,5.0
2020-11-18 14:09,45,5.0,4.5,4.0,4.0
2020-11-17 15:29,50,5.0,5.0,5.0,5.0
2020-11-16 19:59,50,4.5,4.5,4.5,4.5
2020-11-16 18:18,35,3.5,5.0,5.0,3.5
2020-11-16 17:37,50,4.5,5.0,5.0,5.0
2020-11-16 16:52,25,2.5,2.5,4.5,2.5
2020-11-16 16:21,50,4.5,5.0,5.0,3.0
2020-11-16 15:13,40,4.0,4.0,4.0,4.0
2020-11-16 12:00,45,4.0,4.5,4.0,4.5
2020-11-15 18:46,5,0.5,3.5,2.5,0.5
2020-11-15 18:47,40,4.0,4.0,4.0,3.5
2020-11-15 14:36,40,4.0,4.5,4.5,3.5
2020-11-15 12:59,35,4.0,3.5,3.5,3.5
"2020-06-19
  æ›´æ–°äº�2020-11-14 17:15",5,2.0,2.0,3.0,2.0
2020-11-14 13:41,50,4.5,5.0,5.0,4.5
2020-11-13 16:51,45,4.5,5.0,4.5,4.5
2020-11-13 15:23,45,4.5,4.5,4.5,4.5
2020-11-13 12:22,40,4.0,4.5,4.5,4.0
2020-11-12 23:03,50,5.0,5.0,5.0,5.0
2020-11-12 13:36,50,5.0,5.0,5.0,5.0
2020-11-11 22:13,40,3.5,5.0,4.0,3.0
2020-11-11 21:22,40,4.0,4.0,4.0,4.0
2020-11-11 17:09,35,3.5,4.0,4.0,3.5
2020-11-11 15:27,45,4.5,4.5,4.5,4.5
2020-11-10 20:39,45,4.5,4.5,4.0,4.0
2020-11-10 14:29,45,3.5,3.5,3.5,4.5
2020-11-09 14:52,50,5.0,5.0,5.0,5.0
2020-11-08 23:46,45,4.5,5.0,5.0,4.5
2020-11-08 21:16,50,5.0,5.0,5.0,4.5
2020-11-08 20:55,45,4.5,5.0,5.0,4.0
2020-11-08 20:24,50,5.0,5.0,5.0,5.0
2020-11-07 19:06,45,5.0,5.0,3.5,5.0
2020-11-07 17:40,45,4.5,5.0,4.0,4.0
2020-11-07 16:42,45,4.0,4.0,4.5,4.0
2020-11-07 14:03,50,5.0,5.0,5.0,5.0
2020-11-07 12:20,40,3.5,5.0,5.0,3.5
2020-11-07 11:48,45,4.5,4.5,4.5,4.5
2020-11-07 10:59,40,4.0,5.0,5.0,3.0
2020-11-06 21:30,45,4.5,4.5,4.5,4.0
2020-11-06 17:09,45,4.0,4.5,2.0,3.5
2020-11-05 23:28,45,4.5,5.0,4.5,4.5
2020-11-04 23:11,45,4.5,4.5,4.5,4.5
2020-11-04 22:12,45,4.5,4.5,4.5,3.5
2020-11-04 18:59,45,5.0,5.0,5.0,4.5
2020-11-04 16:44,35,3.5,3.5,3.5,3.5
2020-11-04 15:54,45,4.5,4.5,4.5,4.0
2020-11-04 15:51,35,3.5,4.0,4.0,3.5
2020-11-04 12:20,45,4.5,4.5,4.5,4.5
2020-11-03 21:33,45,4.5,4.5,4.5,4.5
2020-11-03 16:30,45,4.5,4.5,4.5,4.5
2020-11-03 16:09,45,4.5,5.0,4.5,4.5
2020-11-02 23:56,45,3.5,4.0,4.0,3.5
2020-11-02 23:24,45,4.5,4.0,4.0,4.5
2020-11-02 21:01,45,4.5,4.5,4.5,4.5
2020-11-02 12:24,40,3.0,5.0,5.0,4.0
2020-11-02 12:08,50,5.0,5.0,5.0,5.0
2020-11-01 21:14,45,4.5,4.5,4.5,5.0
2020-11-01 20:02,50,5.0,5.0,5.0,5.0
2020-11-01 18:29,45,4.5,5.0,5.0,4.5
2020-11-01 14:04,45,4.5,4.5,4.5,5.0
2020-11-01 13:07,50,5.0,5.0,5.0,5.0
2020-10-31 23:51,50,5.0,5.0,5.0,5.0
2020-10-31 17:40,40,4.0,4.5,4.0,3.5
2020-10-31 15:01,50,5.0,5.0,5.0,5.0
2020-10-30 18:56,40,4.0,5.0,5.0,3.5
2020-10-30 11:24,40,4.0,4.0,3.5,4.0
2020-10-29 11:13,45,5.0,5.0,5.0,5.0
2020-10-28 16:48,45,4.5,5.0,5.0,4.0
2020-10-28 11:18,30,3.0,3.0,3.0,2.0
2020-10-27 00:25,50,5.0,5.0,5.0,5.0
2020-10-26 21:33,40,4.0,5.0,5.0,5.0
2020-10-26 18:58,40,4.5,4.5,4.0,3.5
2020-10-25 20:46,50,4.5,5.0,5.0,5.0
2020-10-25 19:45,35,3.5,4.5,5.0,4.5
2020-10-25 19:36,50,5.0,5.0,5.0,5.0
2020-10-25 18:37,45,4.5,4.5,4.5,4.0
"2020-10-23
  æ›´æ–°äº�2020-10-25 09:14",40,3.5,4.5,4.0,4.0
2020-10-24 20:55,45,4.5,4.5,4.5,4.0
2020-10-24 16:45,45,4.5,4.5,4.5,4.5
2020-10-23 13:10,40,4.0,4.0,4.0,4.0
2020-10-23 12:10,40,4.5,4.5,4.0,4.0
2020-10-22 23:43,45,4.5,4.5,4.5,4.0
2020-10-22 22:13,45,4.5,4.5,4.5,4.5
2020-10-22 21:13,50,4.5,5.0,5.0,4.5
2020-10-22 20:50,50,5.0,5.0,5.0,5.0
2020-10-22 13:06,50,5.0,5.0,5.0,5.0
2020-10-22 12:19,50,5.0,5.0,5.0,5.0
2020-10-21 20:54,30,5.0,5.0,5.0,1.0
2020-10-21 15:55,40,3.0,4.5,5.0,4.0
2020-10-20 16:09,50,5.0,5.0,5.0,5.0
2020-10-20 14:34,45,4.5,4.0,4.5,4.5
2020-10-18 22:56,45,4.5,4.5,4.5,4.5
2020-10-18 19:08,45,4.5,4.5,4.0,5.0
2020-10-18 16:33,45,4.0,4.5,4.0,3.5
2020-10-18 11:37,40,4.0,5.0,4.0,3.0
2020-10-17 21:57,45,4.5,4.5,4.5,4.5
2020-10-17 20:49,50,5.0,5.0,5.0,5.0
2020-10-17 17:06,50,5.0,4.0,4.0,4.0
2020-10-16 19:35,35,3.5,5.0,3.5,4.5
2020-10-16 19:13,45,4.0,4.5,4.5,4.5
2020-10-16 18:30,50,3.5,5.0,5.0,5.0
2020-10-16 14:58,40,4.0,5.0,4.0,4.0
2020-10-16 12:30,45,4.5,4.5,4.0,4.5
2020-10-16 09:15,50,5.0,5.0,4.5,3.5
2020-10-16 07:39,45,4.5,5.0,4.5,4.0
